26m6a   Variant Identification  [x](https://files.gersteinlab.org/public-docs/2026/02.12/cbb752-26m6a-SNVs-SVs.pdf) [x](https://files.gersteinlab.org/public-docs/2026/02.12/cbb752-26m6a-SNVs-SVs.pptx)
25m6b   1000 Genome + PCAWG summary [x](https://files.gersteinlab.org/public-docs/2026/02.12/cbb752-26m6b-1000G-PCAWG.pdf) [x](https://files.gersteinlab.org/public-docs/2026/02.12/cbb752-26m6b-1000G-PCAWG.pptx)
    
26m7-part1  Multi-omic Analyses & Endophenotypes (RNA-seq & ChIP-seq)    [x](https://files.gersteinlab.org/public-docs/2026/02.12/cbb752-26m7-part1-multiomics-RNAseq-chipseq.pdf) [x](https://files.gersteinlab.org/public-docs/2026/02.12/cbb752-26m7-part1-multiomics-RNAseq-chipseq.pptx)
26m7-part2  Multi-omic Analyses & Endophenotypes (AS, GWAS & eQTL)    [x](https://files.gersteinlab.org/public-docs/2026/02.17/cbb752-26m7-part2-multiomics-AS-GWAS-eQTL.pdf)  [x](https://files.gersteinlab.org/public-docs/2026/02.17/cbb752-26m7-part2-multiomics-AS-GWAS-eQTL.pptx)
26m7-part3  Multi-omic Analyses & Endophenotypes (Biosensors)    [x](https://files.gersteinlab.org/public-docs/2026/02.17/cbb752-26m7-part3-multiomics-Biosensors.pdf)  [x](https://files.gersteinlab.org/public-docs/2026/02.17/cbb752-26m7-part3-multiomics-Biosensors.pptx)
    
26m8a+b Supervised Mining: Preliminaries + Decision Trees    [x](https://files.gersteinlab.org/public-docs/2026/02.17/cbb752-26m8a-26m8b--ML-supervised-ROC-DTs.pdf)  [x](https://files.gersteinlab.org/public-docs/2026/02.17/cbb752-26m8a-26m8b--ML-supervised-ROC-DTs.pptx)
26m9a   Unsupervised Data Mining - Clustering   [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m9a-ML-unsupervised-clustering.pdf)   [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m9a-ML-unsupervised-clustering.pptx)
26m9c   Unsupervised Data Mining - SVD  [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m9c--ML-unsupervised-SVD-core.pdf)   [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m9c--ML-unsupervised-SVD-core.pptx)
    
26m10a  Networks - Intro    [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m10a-networks-intro.pdf)   [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m10a-networks-intro.pptx)
26m10b  Networks - Quantities   [x](https://files.gersteinlab.org/public-docs/2026/03.06/cbb752-26m10b-network-quantities.pdf)   [x](https://files.gersteinlab.org/public-docs/2026/03.06/cbb752-26m10b-network-quantities.pptx)
26m10c  Networks - Generation   [x](https://files.gersteinlab.org/public-docs/2026/03.06/cbb752-26m10c-network-generation.pdf)   [x](https://files.gersteinlab.org/public-docs/2026/03.06/cbb752-26m10c-network-generation.pptx)
26m10e  Networks - Network Prediction   [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m10e-network-prediction.pdf)   [x](https://files.gersteinlab.org/public-docs/2026/02.26/cbb752-26m10e-network-prediction.pptx)

26t3 Deep Learning Fundamentals #1 
26t4 Deep Learning Fundamentals #2

26t2 Biomedical Image Analysis  [x](https://files.gersteinlab.org/public-docs/2026/03.06/cbb752b26_26t2_final.pdf)
26t5 RNN+GNN

26t6 Gen AI
